Date,Open,High,Low,Close,Adj Close,Volume
2017-04-01,87.989998,89.129997,84.360001,87.000000,75.869804,321139800
2017-05-01,87.360001,88.089996,81.639999,82.150002,72.051926,283639500
2017-06-01,82.459999,92.650002,81.650002,91.400002,80.164894,334136800
2017-07-01,91.559998,94.510002,90.320000,91.800003,80.515739,271473000
2017-08-01,92.489998,95.220001,90.160004,90.889999,80.156082,253237800
2017-09-01,91.250000,95.879997,88.080002,95.510002,84.230461,250922800
2017-10-01,95.769997,102.419998,94.959999,100.610001,88.728180,259433200
2017-11-01,101.099998,106.660004,95.949997,104.519997,92.715218,256086400
2017-12-01,104.900002,108.459999,102.199997,106.940002,94.861893,284432100
2018-01-01,107.629997,117.349998,106.809998,115.669998,102.605896,304940100
2018-02-01,115.769997,119.330002,103.980003,115.500000,102.988831,354632300
2018-03-01,115.480003,118.750000,106.650002,109.970001,98.057854,321513800
2018-04-01,109.959999,115.150002,106.080002,108.779999,96.996742,340100300
2018-05-01,108.449997,114.730003,104.959999,107.010002,95.902367,273649200
2018-06-01,108.339996,111.910004,103.110001,104.199997,93.384026,307772000
2018-07-01,103.720001,117.610001,102.199997,114.949997,103.018188,298256100
2018-08-01,115.750000,118.290001,112.970001,114.580002,103.244606,234427900
2018-09-01,114.339996,119.239998,112.519997,112.839996,101.676758,232549000
2018-10-01,113.370003,116.809998,102.730003,109.019997,98.234673,433042000
2018-11-01,109.620003,112.930000,105.980003,111.190002,100.891594,283227700
2018-12-01,112.379997,112.889999,91.110001,97.620003,88.578453,425217000
2019-01-01,95.949997,105.239998,95.940002,103.500000,93.913857,325890900
2019-02-01,104.000000,107.269997,100.059998,104.360001,95.463196,224935100
2019-03-01,105.099998,108.400002,98.089996,101.230003,92.600044,306599600
2019-04-01,102.150002,117.160004,102.120003,116.050003,106.156609,252516300
2019-05-01,115.720001,117.000000,104.839996,105.959999,97.668465,230711900
2019-06-01,105.800003,112.430000,105.300003,111.800003,103.051491,248214000
2019-07-01,113.230003,117.239998,112.150002,116.000000,106.922821,232008700
2019-08-01,115.330002,116.800003,104.339996,109.860001,101.980202,259393900
2019-09-01,108.980003,120.400002,107.320000,117.690002,109.248573,229360700
2019-10-01,118.400002,127.419998,110.519997,124.919998,115.959999,251981600
2019-11-01,126.199997,132.429993,126.019997,131.759995,123.289177,191200900
2019-12-01,132.309998,140.080002,128.589996,139.399994,130.438004,212915300
2020-01-01,139.789993,141.100006,129.710007,132.360001,123.850609,247990900
2020-02-01,132.660004,139.289993,112.660004,116.110001,109.342804,240714700
2020-03-01,116.629997,122.949997,76.910004,90.029999,84.782814,734330700
2020-04-01,85.099998,104.389999,82.769997,95.760002,90.178856,531938200
2020-05-01,93.500000,102.949997,82.400002,97.309998,92.590775,497858600
2020-06-01,97.750000,115.769997,92.000000,94.059998,89.498375,536015600
2020-07-01,94.889999,101.290001,90.779999,96.639999,91.953255,432613400
2020-08-01,97.019997,106.430000,95.029999,100.190002,96.260056,319706000
2020-09-01,99.550003,105.209999,91.379997,96.269997,92.493813,390701400
2020-10-01,97.120003,104.449997,95.089996,98.040001,94.194389,325366100
2020-11-01,99.389999,123.500000,97.860001,117.879997,114.307098,333803100
2020-12-01,120.339996,127.330002,118.110001,127.070000,123.218567,274143300
2021-01-01,127.500000,142.750000,123.769997,128.669998,124.770065,318582400
2021-02-01,129.399994,154.899994,128.479996,147.169998,143.737076,229245300
2021-03-01,149.520004,161.690002,147.970001,152.229996,148.679062,399416900
2021-04-01,151.899994,157.250000,146.690002,153.809998,150.222198,288694200
2021-05-01,154.850006,165.699997,152.139999,164.240005,161.353683,248957700
2021-06-01,165.869995,167.440002,147.559998,155.539993,152.806564,356723300
2021-07-01,156.259995,159.160004,145.710007,151.779999,149.112640,280571500
2021-08-01,152.029999,163.830002,149.520004,159.949997,158.044586,208085700
2021-09-01,160.220001,169.300003,150.490005,163.690002,161.740036,234791100
2021-10-01,164.000000,172.960007,160.059998,169.889999,167.866180,231680800
2021-11-01,172.039993,172.330002,158.289993,158.830002,157.883621,203498400
2021-12-01,161.000000,163.389999,151.839996,158.350006,157.406494,251966400
2022-01-01,159.860001,169.809998,139.570007,148.600006,147.714584,373950200
2022-02-01,148.690002,159.029999,139.779999,141.800003,141.800003,288707500
2022-03-01,140.039993,143.929993,127.269997,136.320007,136.320007,390740300
2022-04-01,137.399994,137.410004,133.800003,135.309998,135.309998,15715400
2022-04-01,137.399994,137.410004,133.800003,135.309998,135.309998,15721297
